Force (N),Position (mm),Strain (%),Stress (MPa)
7750,14.5,14.5,5.77
7750,14.5,14.5,5.77
7750,14.5,14.5,5.77
7750,14.5,14.5,5.77
7750,14.5,14.5,5.77
7750,14.5,14.5,5.77
7760,14.5,14.5,5.77
7760,14.5,14.5,5.77
7760,14.5,14.5,5.77
7760,14.5,14.5,5.77
7760,14.5,14.5,5.77
7760,14.5,14.5,5.77
7760,14.5,14.5,5.77
7760,14.5,14.5,5.77
7760,14.5,14.5,5.78
7760,14.5,14.5,5.78
7760,14.5,14.5,5.78
7760,14.5,14.5,5.78
7760,14.5,14.5,5.78
7770,14.5,14.5,5.78
7770,14.5,14.5,5.78
7770,14.5,14.5,5.78
7770,14.5,14.5,5.78
7770,14.5,14.5,5.78
7770,14.5,14.5,5.78
7770,14.5,14.5,5.78
7770,14.5,14.5,5.78
7770,14.5,14.5,5.78
7770,14.5,14.5,5.78
7770,14.5,14.5,5.78
7770,14.5,14.5,5.78
7770,14.5,14.5,5.78
7770,14.5,14.5,5.78
7770,14.5,14.5,5.78
7780,14.5,14.5,5.79
7780,14.5,14.5,5.79
7780,14.5,14.5,5.79
7780,14.5,14.5,5.79
7780,14.5,14.5,5.79
7780,14.5,14.5,5.79
7780,14.5,14.5,5.79
7780,14.5,14.5,5.79
7780,14.5,14.5,5.79
7780,14.5,14.5,5.79
7780,14.5,14.5,5.79
7780,14.5,14.5,5.79
7780,14.5,14.5,5.79
7780,14.5,14.5,5.79
7780,14.5,14.5,5.79
7780,14.5,14.5,5.79
7790,14.5,14.5,5.79
7790,14.5,14.5,5.79
7790,14.5,14.5,5.79
7790,14.5,14.5,5.79
7790,14.5,14.5,5.80
7790,14.5,14.5,5.80
7790,14.5,14.5,5.80
7790,14.5,14.5,5.80
7790,14.5,14.5,5.80
7790,14.5,14.5,5.80
7790,14.5,14.5,5.80
7790,14.5,14.5,5.80
7790,14.5,14.5,5.80
7800,14.5,14.5,5.80
7800,14.5,14.5,5.80
7800,14.5,14.5,5.80
7800,14.5,14.5,5.80
7800,14.5,14.5,5.80
7800,14.5,14.5,5.80
7800,14.5,14.5,5.80
7800,14.5,14.5,5.80
7800,14.5,14.5,5.80
7800,14.5,14.5,5.80
7800,14.5,14.5,5.80
7800,14.5,14.5,5.80
7800,14.5,14.5,5.81
7800,14.5,14.5,5.81
7800,14.5,14.5,5.81
7800,14.5,14.5,5.81
7810,14.5,14.5,5.81
7810,14.5,14.5,5.81
7810,14.5,14.5,5.81
7810,14.5,14.5,5.81
7810,14.5,14.5,5.81
7810,14.5,14.5,5.81
7810,14.5,14.5,5.81
7810,14.5,14.5,5.81
7810,14.5,14.5,5.81
7810,14.5,14.5,5.81
7810,14.5,14.5,5.81
7810,14.5,14.5,5.81
7810,14.5,14.5,5.81
7810,14.5,14.5,5.81
7810,14.5,14.5,5.81
7820,14.5,14.5,5.81
7820,14.5,14.5,5.82
7820,14.5,14.5,5.82
7820,14.5,14.5,5.82
7820,14.5,14.5,5.82
7820,14.5,14.5,5.82
7820,14.5,14.5,5.82
7820,14.5,14.5,5.82
7820,14.5,14.5,5.82
7820,14.5,14.5,5.82
7820,14.5,14.5,5.82
7820,14.5,14.5,5.82
7820,14.5,14.5,5.82
7820,14.5,14.5,5.82
7820,14.5,14.5,5.82
7830,14.5,14.5,5.82
7830,14.5,14.5,5.82
7830,14.5,14.5,5.82
7830,14.5,14.5,5.82
7830,14.5,14.5,5.83
7830,14.5,14.5,5.83
7830,14.5,14.5,5.83
7830,14.5,14.5,5.83
7830,14.5,14.5,5.83
7830,14.5,14.5,5.83
7830,14.5,14.5,5.83
7830,14.5,14.5,5.83
7830,14.5,14.5,5.83
7840,14.5,14.5,5.83
7840,14.5,14.5,5.83
7840,14.5,14.5,5.83
7840,14.5,14.5,5.83
7840,14.5,14.5,5.83
7840,14.5,14.5,5.83
7840,14.5,14.5,5.83
7840,14.5,14.5,5.83
7840,14.5,14.5,5.83
7840,14.5,14.5,5.84
7840,14.5,14.5,5.84
7840,14.5,14.5,5.84
7840,14.5,14.5,5.84
7840,14.5,14.5,5.84
7850,14.5,14.5,5.84
7850,14.5,14.5,5.84
7850,14.5,14.5,5.84
7850,14.5,14.5,5.84
7850,14.5,14.5,5.84
7850,14.5,14.5,5.84
7850,14.5,14.5,5.84
7850,14.5,14.5,5.84
7850,14.5,14.5,5.84
7850,14.5,14.5,5.84
7850,14.5,14.5,5.84
7850,14.5,14.5,5.84
7850,14.5,14.5,5.84
7850,14.5,14.5,5.84
7850,14.5,14.5,5.84
7850,14.5,14.5,5.84
7850,14.5,14.5,5.84
7860,14.5,14.5,5.85
7860,14.5,14.5,5.85
7860,14.5,14.5,5.85
7860,14.5,14.5,5.85
7860,14.5,14.5,5.85
7860,14.5,14.5,5.85
7860,14.5,14.5,5.85
7860,14.5,14.5,5.85
7860,14.5,14.5,5.85
7860,14.5,14.5,5.85
7860,14.5,14.5,5.85
7860,14.5,14.5,5.85
7860,14.5,14.5,5.85
7860,14.5,14.5,5.85
7860,14.5,14.5,5.85
7870,14.5,14.5,5.85
7870,14.5,14.5,5.85
7870,14.5,14.5,5.85
7870,14.5,14.5,5.85
7870,14.5,14.5,5.85
7870,14.5,14.5,5.85
7870,14.5,14.5,5.86
7870,14.5,14.5,5.86
7870,14.5,14.5,5.86
7870,14.5,14.5,5.86
7870,14.5,14.5,5.86
7870,14.5,14.5,5.86
7870,14.5,14.5,5.86
7880,14.5,14.5,5.86
7880,14.5,14.5,5.86
7880,14.5,14.5,5.86
7880,14.5,14.5,5.86
7880,14.5,14.5,5.86
7880,14.5,14.5,5.86
7880,14.5,14.5,5.86
7880,14.5,14.5,5.86
7880,14.5,14.5,5.86
7880,14.5,14.5,5.86
7880,14.5,14.5,5.86
7880,14.5,14.5,5.86
7880,14.5,14.5,5.86
7880,14.5,14.5,5.87
7880,14.5,14.5,5.87
7890,14.5,14.5,5.87
7890,14.5,14.5,5.87
7890,14.5,14.5,5.87
7890,14.5,14.5,5.87
7890,14.5,14.5,5.87
7890,14.5,14.5,5.87
7890,14.5,14.5,5.87
7890,14.5,14.5,5.87
7890,14.5,14.5,5.87
7890,14.5,14.5,5.87
7890,14.5,14.5,5.87
7890,14.5,14.5,5.87
7890,14.5,14.5,5.87
7900,14.5,14.5,5.87
7900,14.5,14.5,5.87
7900,14.5,14.5,5.87
7900,14.5,14.5,5.88
7900,14.5,14.5,5.88
7900,14.5,14.5,5.88
7900,14.5,14.5,5.88
7900,14.5,14.5,5.88
7900,14.5,14.5,5.88
7900,14.5,14.5,5.88
7900,14.5,14.5,5.88
7900,14.5,14.5,5.88
7900,14.5,14.5,5.88
7910,14.5,14.5,5.88
7910,14.5,14.5,5.88
7910,14.5,14.5,5.88
7910,14.5,14.5,5.88
7910,14.5,14.5,5.88
7910,14.5,14.5,5.88
7910,14.5,14.5,5.88
7910,14.5,14.5,5.88
7910,14.5,14.5,5.88
7910,14.5,14.5,5.88
7910,14.5,14.5,5.89
7910,14.5,14.5,5.89
7910,14.5,14.5,5.89
7910,14.5,14.5,5.89
7910,14.5,14.5,5.89
7910,14.5,14.5,5.89
7910,14.5,14.5,5.89
7910,14.5,14.5,5.89
7910,14.5,14.5,5.89
7920,14.5,14.5,5.89
7920,14.5,14.5,5.89
7920,14.5,14.5,5.89
7920,14.5,14.5,5.89
7920,14.5,14.5,5.89
7920,14.5,14.5,5.89
7920,14.5,14.5,5.89
7920,14.5,14.5,5.89
7920,14.5,14.5,5.89
7920,14.5,14.5,5.89
7920,14.5,14.5,5.89
7920,14.5,14.5,5.90
7920,14.5,14.5,5.90
7930,14.5,14.5,5.90
7930,14.5,14.5,5.90
7930,14.5,14.5,5.90
7930,14.5,14.5,5.90
7930,14.5,14.5,5.90
7930,14.5,14.5,5.90
7930,14.5,14.5,5.90
7930,14.5,14.5,5.90
7930,14.5,14.5,5.90
7930,14.5,14.5,5.90
7930,14.5,14.5,5.90
7930,14.5,14.5,5.90
7930,14.5,14.5,5.90
7930,14.5,14.5,5.90
7930,14.5,14.5,5.90
7930,14.5,14.5,5.90
7940,14.5,14.5,5.90
7940,14.5,14.5,5.91
7940,14.5,14.5,5.91
7940,14.5,14.5,5.91
7940,14.5,14.5,5.91
7940,14.5,14.5,5.91
7940,14.5,14.5,5.91
7940,14.5,14.5,5.91
7940,14.5,14.5,5.91
7940,14.5,14.5,5.91
7940,14.5,14.5,5.91
7940,14.5,14.5,5.91
7950,14.5,14.5,5.91
7950,14.5,14.5,5.91
7950,14.5,14.5,5.91
7950,14.5,14.5,5.91
7950,14.5,14.5,5.91
7950,14.5,14.5,5.91
7950,14.5,14.5,5.91
7950,14.5,14.5,5.91
7950,14.5,14.5,5.92
7950,14.5,14.5,5.92
7950,14.5,14.5,5.92
7950,14.5,14.5,5.92
7950,14.5,14.5,5.92
7950,14.5,14.5,5.92
7950,14.5,14.5,5.92
7950,14.5,14.5,5.92
7960,14.5,14.5,5.92
7960,14.5,14.5,5.92
7960,14.5,14.5,5.92
7960,14.5,14.5,5.92
7960,14.5,14.5,5.92
7960,14.5,14.5,5.92
7960,14.5,14.5,5.92
7960,14.5,14.5,5.92
7960,14.5,14.5,5.92
7960,14.5,14.5,5.92
7960,14.5,14.5,5.92
7960,14.5,14.5,5.92
7960,14.5,14.5,5.93
7960,14.5,14.5,5.93
7960,14.5,14.5,5.93
7970,14.5,14.5,5.93
7970,14.5,14.5,5.93
7970,14.5,14.5,5.93
7970,14.5,14.5,5.93
7970,14.5,14.5,5.93
7970,14.5,14.5,5.93
7970,14.5,14.5,5.93
7970,14.5,14.5,5.93
7970,14.5,14.5,5.93
7970,14.5,14.5,5.93
7970,14.5,14.5,5.93
7970,14.5,14.5,5.93
7970,14.5,14.5,5.93
7970,14.5,14.5,5.93
7980,14.5,14.5,5.93
7980,14.5,14.5,5.93
7980,14.5,14.5,5.93
7980,14.5,14.5,5.94
7980,14.5,14.5,5.94
7980,14.5,14.5,5.94
7980,14.5,14.5,5.94
7980,14.5,14.5,5.94
7980,14.5,14.5,5.94
7980,14.5,14.5,5.94
7980,14.5,14.5,5.94
7980,14.5,14.5,5.94
7980,14.5,14.5,5.94
7980,14.5,14.5,5.94
7980,14.5,14.5,5.94
7980,14.5,14.5,5.94
7980,14.5,14.5,5.94
7990,14.5,14.5,5.94
7990,14.5,14.5,5.94
7990,14.5,14.5,5.94
7990,14.5,14.5,5.94
7990,14.5,14.5,5.94
7990,14.5,14.5,5.94
7990,14.5,14.5,5.94
7990,14.5,14.5,5.94
7990,14.5,14.5,5.94
7990,14.5,14.5,5.95
7990,14.5,14.5,5.95
7990,14.5,14.5,5.95
7990,14.5,14.5,5.95
7990,14.5,14.5,5.95
7990,14.5,14.5,5.95
8000,14.5,14.5,5.95
8000,14.5,14.5,5.95
8000,14.5,14.5,5.95
8000,14.5,14.5,5.95
8000,14.5,14.5,5.95
8000,14.5,14.5,5.95
8000,14.5,14.5,5.95
8000,14.5,14.5,5.95
8000,14.5,14.5,5.95
8000,14.5,14.5,5.95
8000,14.5,14.5,5.95
8000,14.5,14.5,5.95
8000,14.5,14.5,5.96
8010,14.5,14.5,5.96
8010,14.5,14.5,5.96
8010,14.5,14.5,5.96
8010,14.5,14.5,5.96
8010,14.5,14.5,5.96
8010,14.5,14.5,5.96
8010,14.5,14.5,5.96
8010,14.5,14.5,5.96
8010,14.5,14.5,5.96
8010,14.5,14.5,5.96
8010,14.5,14.5,5.96
8010,14.5,14.5,5.96
8010,14.5,14.5,5.96
8010,14.5,14.5,5.96
8010,14.5,14.5,5.96
8010,14.5,14.5,5.96
8020,14.5,14.5,5.96
8020,14.5,14.5,5.96
8020,14.5,14.5,5.96
8020,14.5,14.5,5.96
8020,14.5,14.5,5.97
8020,14.5,14.5,5.97
8020,14.5,14.5,5.97
8020,14.5,14.5,5.97
8020,14.5,14.5,5.97
8020,14.5,14.5,5.97
8020,14.5,14.5,5.97
8020,14.5,14.5,5.97
8020,14.5,14.5,5.97
8020,14.5,14.5,5.97
8020,14.5,14.5,5.97
8020,14.5,14.5,5.97
8030,14.5,14.5,5.97
8030,14.5,14.5,5.97
8030,14.5,14.5,5.97
8030,14.5,14.5,5.97
8030,14.5,14.5,5.97
8030,14.5,14.5,5.97
8030,14.5,14.5,5.97
8030,14.5,14.5,5.98
8030,14.5,14.5,5.98
8030,14.5,14.5,5.98
8030,14.5,14.5,5.98
8030,14.5,14.5,5.98
8030,14.5,14.5,5.98
8030,14.5,14.5,5.98
8030,14.5,14.5,5.98
8040,14.5,14.5,5.98
8040,14.5,14.5,5.98
8040,14.5,14.5,5.98
8040,14.5,14.5,5.98
8040,14.5,14.5,5.98
8040,14.5,14.5,5.98
8040,14.5,14.5,5.98
8040,14.5,14.5,5.98
8040,14.5,14.5,5.98
8040,14.5,14.5,5.98
8040,14.5,14.5,5.98
8040,14.5,14.5,5.98
8040,14.5,14.5,5.98
8040,14.5,14.5,5.99
8050,14.5,14.5,5.99
8050,14.5,14.5,5.99
8050,14.5,14.5,5.99
8050,14.5,14.5,5.99
8050,14.5,14.5,5.99
8050,14.5,14.5,5.99
8050,14.5,14.5,5.99
8050,14.5,14.5,5.99
8050,14.5,14.5,5.99
8050,14.5,14.5,5.99
8050,14.5,14.5,5.99
8050,14.5,14.5,5.99
8050,14.5,14.5,5.99
8050,14.5,14.5,5.99
8060,14.5,14.5,5.99
8060,14.5,14.5,5.99
8060,14.5,14.5,5.99
8060,14.5,14.5,5.99
8060,14.5,14.5,6.00
8060,14.5,14.5,6.00
8060,14.5,14.5,6.00
8060,14.5,14.5,6.00
8060,14.5,14.5,6.00
8060,14.5,14.5,6.00
8060,14.5,14.5,6.00
8060,14.5,14.5,6.00
8060,14.5,14.5,6.00
8060,14.5,14.5,6.00
8060,14.5,14.5,6.00
8070,14.5,14.5,6.00
8070,14.5,14.5,6.00
8070,14.5,14.5,6.00
8070,14.5,14.5,6.00
8070,14.5,14.5,6.00
8070,14.5,14.5,6.00
8070,14.5,14.5,6.00
8070,14.5,14.5,6.00
8070,14.5,14.5,6.01
8070,14.5,14.5,6.01
8070,14.5,14.5,6.01
8070,14.6,14.6,6.01
8070,14.6,14.6,6.01
8070,14.6,14.6,6.01
8070,14.6,14.6,6.01
8080,14.6,14.6,6.01
8080,14.6,14.6,6.01
8080,14.6,14.6,6.01
8080,14.6,14.6,6.01
8080,14.6,14.6,6.01
8080,14.6,14.6,6.01
8080,14.6,14.6,6.01
8080,14.6,14.6,6.01
8080,14.6,14.6,6.01
8080,14.6,14.6,6.01
8080,14.6,14.6,6.01
8080,14.6,14.6,6.01
8080,14.6,14.6,6.01
8080,14.6,14.6,6.01
8080,14.6,14.6,6.01
8080,14.6,14.6,6.01
8080,14.6,14.6,6.01
8090,14.6,14.6,6.02
8090,14.6,14.6,6.02
8090,14.6,14.6,6.02
8090,14.6,14.6,6.02
8090,14.6,14.6,6.02
8090,14.6,14.6,6.02
8090,14.6,14.6,6.02
8090,14.6,14.6,6.02
8090,14.6,14.6,6.02
8090,14.6,14.6,6.02
8090,14.6,14.6,6.02
8090,14.6,14.6,6.02
8090,14.6,14.6,6.02
8090,14.6,14.6,6.02
8090,14.6,14.6,6.02
8090,14.6,14.6,6.02
8100,14.6,14.6,6.02
8100,14.6,14.6,6.02
8100,14.6,14.6,6.02
8100,14.6,14.6,6.02
8100,14.6,14.6,6.02
8100,14.6,14.6,6.03
8100,14.6,14.6,6.03
8100,14.6,14.6,6.03
8100,14.6,14.6,6.03
8100,14.6,14.6,6.03
8100,14.6,14.6,6.03
8100,14.6,14.6,6.03
8100,14.6,14.6,6.03
8110,14.6,14.6,6.03
8110,14.6,14.6,6.03
8110,14.6,14.6,6.03
8110,14.6,14.6,6.03
8110,14.6,14.6,6.03
8110,14.6,14.6,6.03
8110,14.6,14.6,6.03
8110,14.6,14.6,6.03
8110,14.6,14.6,6.04
8110,14.6,14.6,6.04
8110,14.6,14.6,6.04
8110,14.6,14.6,6.04
8110,14.6,14.6,6.04
8120,14.6,14.6,6.04
8120,14.6,14.6,6.04
8120,14.6,14.6,6.04
8120,14.6,14.6,6.04
8120,14.6,14.6,6.04
8120,14.6,14.6,6.04
8120,14.6,14.6,6.04
8120,14.6,14.6,6.04
8120,14.6,14.6,6.04
8120,14.6,14.6,6.04
8120,14.6,14.6,6.04
8120,14.6,14.6,6.04
8120,14.6,14.6,6.04
8120,14.6,14.6,6.04
8120,14.6,14.6,6.04
8120,14.6,14.6,6.04
8120,14.6,14.6,6.04
8130,14.6,14.6,6.05
8130,14.6,14.6,6.05
8130,14.6,14.6,6.05
8130,14.6,14.6,6.05
8130,14.6,14.6,6.05
8130,14.6,14.6,6.05
8130,14.6,14.6,6.05
8130,14.6,14.6,6.05
8130,14.6,14.6,6.05
8130,14.6,14.6,6.05
8130,14.6,14.6,6.05
8130,14.6,14.6,6.05
8130,14.6,14.6,6.05
8130,14.6,14.6,6.05
8130,14.6,14.6,6.05
8130,14.6,14.6,6.05
8140,14.6,14.6,6.05
8140,14.6,14.6,6.05
8140,14.6,14.6,6.05
8140,14.6,14.6,6.05
8140,14.6,14.6,6.06
8140,14.6,14.6,6.06
8140,14.6,14.6,6.06
8140,14.6,14.6,6.06
8140,14.6,14.6,6.06
8140,14.6,14.6,6.06
8140,14.6,14.6,6.06
8140,14.6,14.6,6.06
8140,14.6,14.6,6.06
8150,14.6,14.6,6.06
8150,14.6,14.6,6.06
8150,14.6,14.6,6.06
8150,14.6,14.6,6.06
8150,14.6,14.6,6.06
8150,14.6,14.6,6.06
8150,14.6,14.6,6.06
8150,14.6,14.6,6.06
8150,14.6,14.6,6.06
8150,14.6,14.6,6.06
8150,14.6,14.6,6.06
8150,14.6,14.6,6.06
8150,14.6,14.6,6.07
8150,14.6,14.6,6.07
8150,14.6,14.6,6.07
8150,14.6,14.6,6.07
8150,14.6,14.6,6.07
8160,14.6,14.6,6.07
8160,14.6,14.6,6.07
8160,14.6,14.6,6.07
8160,14.6,14.6,6.07
8160,14.6,14.6,6.07
8160,14.6,14.6,6.07
8160,14.6,14.6,6.07
8160,14.6,14.6,6.07
8160,14.6,14.6,6.07
8160,14.6,14.6,6.07
8160,14.6,14.6,6.07
8160,14.6,14.6,6.07
8160,14.6,14.6,6.07
8160,14.6,14.6,6.07
8160,14.6,14.6,6.07
8160,14.6,14.6,6.07
8170,14.6,14.6,6.08
8170,14.6,14.6,6.08
8170,14.6,14.6,6.08
8170,14.6,14.6,6.08
8170,14.6,14.6,6.08
8170,14.6,14.6,6.08
8170,14.6,14.6,6.08
8170,14.6,14.6,6.08
8170,14.6,14.6,6.08
8170,14.6,14.6,6.08
8170,14.6,14.6,6.08
8170,14.6,14.6,6.08
8170,14.6,14.6,6.08
8180,14.6,14.6,6.08
8180,14.6,14.6,6.08
8180,14.6,14.6,6.08
8180,14.6,14.6,6.08
8180,14.6,14.6,6.08
8180,14.6,14.6,6.09
8180,14.6,14.6,6.09
8180,14.6,14.6,6.09
8180,14.6,14.6,6.09
8180,14.6,14.6,6.09
8180,14.6,14.6,6.09
8180,14.6,14.6,6.09
8180,14.6,14.6,6.09
8180,14.6,14.6,6.09
8180,14.6,14.6,6.09
8180,14.6,14.6,6.09
8180,14.6,14.6,6.09
8190,14.6,14.6,6.09
8190,14.6,14.6,6.09
8190,14.6,14.6,6.09
8190,14.6,14.6,6.09
8190,14.6,14.6,6.09
8190,14.6,14.6,6.09
8190,14.6,14.6,6.09
8190,14.6,14.6,6.09
8190,14.6,14.6,6.09
8190,14.6,14.6,6.09
8190,14.6,14.6,6.09
8190,14.6,14.6,6.09
8190,14.6,14.6,6.09
8190,14.6,14.6,6.10
8190,14.6,14.6,6.10
8190,14.6,14.6,6.10
8190,14.6,14.6,6.10
8190,14.6,14.6,6.10
8200,14.6,14.6,6.10
8200,14.6,14.6,6.10
8200,14.6,14.6,6.10
8200,14.6,14.6,6.10
8200,14.6,14.6,6.10
8200,14.6,14.6,6.10
8200,14.6,14.6,6.10
8200,14.6,14.6,6.10
8200,14.6,14.6,6.10
8200,14.6,14.6,6.10
8200,14.6,14.6,6.10
8200,14.6,14.6,6.10
8200,14.6,14.6,6.10
8210,14.6,14.6,6.10
8210,14.6,14.6,6.10
8210,14.6,14.6,6.11
8210,14.6,14.6,6.11
8210,14.6,14.6,6.11
8210,14.6,14.6,6.11
8210,14.6,14.6,6.11
8210,14.6,14.6,6.11
8210,14.6,14.6,6.11
8210,14.6,14.6,6.11
8210,14.6,14.6,6.11
8210,14.6,14.6,6.11
8210,14.6,14.6,6.11
8210,14.6,14.6,6.11
8210,14.6,14.6,6.11
8210,14.6,14.6,6.11
8220,14.6,14.6,6.11
8220,14.6,14.6,6.11
8220,14.6,14.6,6.11
8220,14.6,14.6,6.11
8220,14.6,14.6,6.11
8220,14.6,14.6,6.11
8220,14.6,14.6,6.11
8220,14.6,14.6,6.11
8220,14.6,14.6,6.11
8220,14.6,14.6,6.12
8220,14.6,14.6,6.12
8220,14.6,14.6,6.12
8220,14.6,14.6,6.12
8220,14.6,14.6,6.12
8220,14.6,14.6,6.12
8220,14.6,14.6,6.12
8220,14.6,14.6,6.12
8230,14.6,14.6,6.12
8230,14.6,14.6,6.12
8230,14.6,14.6,6.12
8230,14.6,14.6,6.12
8230,14.6,14.6,6.12
8230,14.6,14.6,6.12
8230,14.6,14.6,6.12
8230,14.6,14.6,6.12
8230,14.6,14.6,6.12
8230,14.6,14.6,6.12
8230,14.6,14.6,6.13
8230,14.6,14.6,6.13
8230,14.6,14.6,6.13
8240,14.6,14.6,6.13
8240,14.6,14.6,6.13
8240,14.6,14.6,6.13
8240,14.6,14.6,6.13
8240,14.6,14.6,6.13
8240,14.6,14.6,6.13
8240,14.6,14.6,6.13
8240,14.6,14.6,6.13
8240,14.6,14.6,6.13
8240,14.6,14.6,6.13
8240,14.6,14.6,6.13
8240,14.6,14.6,6.13
8240,14.6,14.6,6.13
8240,14.6,14.6,6.13
8240,14.6,14.6,6.13
8240,14.6,14.6,6.13
8250,14.6,14.6,6.13
8250,14.6,14.6,6.13
8250,14.6,14.6,6.14
8250,14.6,14.6,6.14
8250,14.6,14.6,6.14
8250,14.6,14.6,6.14
8250,14.6,14.6,6.14
8250,14.6,14.6,6.14
8250,14.6,14.6,6.14
8250,14.6,14.6,6.14
8250,14.6,14.6,6.14
8250,14.6,14.6,6.14
8250,14.6,14.6,6.14
8250,14.6,14.6,6.14
8250,14.6,14.6,6.14
8250,14.6,14.6,6.14
8250,14.6,14.6,6.14
8250,14.6,14.6,6.14
8260,14.6,14.6,6.14
8260,14.6,14.6,6.14
8260,14.6,14.6,6.14
8260,14.6,14.6,6.14
8260,14.6,14.6,6.14
8260,14.6,14.6,6.14
8260,14.6,14.6,6.14
8260,14.6,14.6,6.15
8260,14.6,14.6,6.15
8260,14.6,14.6,6.15
8260,14.6,14.6,6.15
8260,14.6,14.6,6.15
8260,14.6,14.6,6.15
8260,14.6,14.6,6.15
8270,14.6,14.6,6.15
8270,14.6,14.6,6.15
8270,14.6,14.6,6.15
8270,14.6,14.6,6.15
8270,14.6,14.6,6.15
8270,14.6,14.6,6.15
8270,14.6,14.6,6.15
8270,14.6,14.6,6.15
8270,14.6,14.6,6.15
8270,14.6,14.6,6.15
8270,14.6,14.6,6.15
8270,14.6,14.6,6.16
8270,14.6,14.6,6.16
8270,14.6,14.6,6.16
8270,14.6,14.6,6.16
8280,14.6,14.6,6.16
8280,14.6,14.6,6.16
8280,14.6,14.6,6.16
8280,14.6,14.6,6.16
8280,14.6,14.6,6.16
8280,14.6,14.6,6.16
8280,14.6,14.6,6.16
8280,14.6,14.6,6.16
8280,14.6,14.6,6.16
8280,14.6,14.6,6.16
8280,14.6,14.6,6.16
8280,14.6,14.6,6.16
8280,14.6,14.6,6.16
8280,14.6,14.6,6.16
8290,14.6,14.6,6.16
8290,14.6,14.6,6.16
8290,14.6,14.6,6.16
8290,14.6,14.6,6.17
8290,14.6,14.6,6.17
8290,14.6,14.6,6.17
8290,14.6,14.6,6.17
8290,14.6,14.6,6.17
8290,14.6,14.6,6.17
8290,14.6,14.6,6.17
8290,14.6,14.6,6.17
8290,14.6,14.6,6.17
8290,14.6,14.6,6.17
8290,14.6,14.6,6.17
8290,14.6,14.6,6.17
8290,14.6,14.6,6.17
8290,14.6,14.6,6.17
8300,14.6,14.6,6.17
8300,14.6,14.6,6.17
8300,14.6,14.6,6.17
8300,14.6,14.6,6.17
8300,14.6,14.6,6.17
8300,14.6,14.6,6.17
8300,14.6,14.6,6.18
8300,14.6,14.6,6.18
8300,14.6,14.6,6.18
8300,14.6,14.6,6.18
8300,14.6,14.6,6.18
8300,14.6,14.6,6.18
8300,14.6,14.6,6.18
8300,14.6,14.6,6.18
8310,14.6,14.6,6.18
8310,14.6,14.6,6.18
8310,14.6,14.6,6.18
8310,14.6,14.6,6.18
8310,14.6,14.6,6.18
8310,14.6,14.6,6.18
8310,14.6,14.6,6.18
8310,14.6,14.6,6.18
8310,14.6,14.6,6.18
8310,14.6,14.6,6.18
8310,14.6,14.6,6.18
8310,14.6,14.6,6.18
8310,14.6,14.6,6.18
8310,14.6,14.6,6.18
8310,14.6,14.6,6.18
8310,14.6,14.6,6.18
8310,14.6,14.6,6.19
8310,14.6,14.6,6.19
8310,14.6,14.6,6.19
8320,14.6,14.6,6.19
8320,14.6,14.6,6.19
8320,14.6,14.6,6.19
8320,14.6,14.6,6.19
8320,14.6,14.6,6.19
8320,14.6,14.6,6.19
8320,14.6,14.6,6.19
8320,14.6,14.6,6.19
8320,14.6,14.6,6.19
8320,14.6,14.6,6.19
8320,14.6,14.6,6.19
8320,14.6,14.6,6.19
8320,14.6,14.6,6.19
8330,14.6,14.6,6.19
8330,14.6,14.6,6.19
8330,14.6,14.6,6.20
8330,14.6,14.6,6.20
8330,14.6,14.6,6.20
8330,14.6,14.6,6.20
8330,14.6,14.6,6.20
8330,14.6,14.6,6.20
8330,14.6,14.6,6.20
8330,14.6,14.6,6.20
8330,14.6,14.6,6.20
8330,14.6,14.6,6.20
8330,14.6,14.6,6.20
8330,14.6,14.6,6.20
8330,14.6,14.6,6.20
8330,14.6,14.6,6.20
8340,14.6,14.6,6.20
8340,14.6,14.6,6.20
8340,14.6,14.6,6.20
8340,14.6,14.6,6.20
8340,14.6,14.6,6.20
8340,14.6,14.6,6.20
8340,14.6,14.6,6.20
8340,14.6,14.6,6.21
8340,14.6,14.6,6.21
8340,14.6,14.6,6.21
8340,14.6,14.6,6.21
8340,14.6,14.6,6.21
8340,14.6,14.6,6.21
8340,14.6,14.6,6.21
8340,14.6,14.6,6.21
8340,14.6,14.6,6.21
8350,14.6,14.6,6.21
8350,14.6,14.6,6.21
8350,14.6,14.6,6.21
8350,14.6,14.6,6.21
8350,14.6,14.6,6.21
8350,14.6,14.6,6.21
8350,14.6,14.6,6.21
8350,14.6,14.6,6.21
8350,14.6,14.6,6.21
8350,14.6,14.6,6.21
8350,14.6,14.6,6.21
8350,14.6,14.6,6.21
8350,14.6,14.6,6.21
8350,14.6,14.6,6.21
8350,14.6,14.6,6.21
8350,14.6,14.6,6.21
8350,14.6,14.6,6.22
8350,14.6,14.6,6.22
8350,14.6,14.6,6.22
8360,14.6,14.6,6.22
8360,14.6,14.6,6.22
8360,14.6,14.6,6.22
8360,14.6,14.6,6.22
8360,14.6,14.6,6.22
8360,14.6,14.6,6.22
8360,14.6,14.6,6.22
8360,14.6,14.6,6.22
8360,14.6,14.6,6.22
8360,14.6,14.6,6.22
8360,14.6,14.6,6.22
8360,14.6,14.6,6.22
8360,14.6,14.6,6.22
8360,14.6,14.6,6.22
8370,14.6,14.6,6.22
8370,14.6,14.6,6.22
8370,14.6,14.6,6.22
8370,14.6,14.6,6.23
