Force (N)	Position (mm)	Stress (MPa)	Strain (%)	Time (min)
2100	4.06	204	20.3	8.12
2100	4.06	204	20.3	8.12
2100	4.06	204	20.3	8.13
2100	4.06	204	20.3	8.13
2100	4.06	204	20.3	8.13
2100	4.06	204	20.3	8.13
2100	4.07	204	20.3	8.13
2100	4.07	204	20.3	8.14
2100	4.07	205	20.3	8.14
2100	4.07	205	20.3	8.14
2100	4.07	205	20.3	8.14
2100	4.07	204	20.4	8.14
2100	4.07	204	20.4	8.15
2100	4.07	205	20.4	8.15
2100	4.07	205	20.4	8.15
2100	4.07	205	20.4	8.15
2100	4.08	205	20.4	8.15
2100	4.08	205	20.4	8.16
2100	4.08	205	20.4	8.16
2100	4.08	205	20.4	8.16
2100	4.08	205	20.4	8.16
2100	4.08	205	20.4	8.16
2100	4.08	205	20.4	8.17
2100	4.08	205	20.4	8.17
2100	4.08	205	20.4	8.17
2100	4.08	205	20.4	8.17
2100	4.09	205	20.4	8.17
2110	4.09	205	20.4	8.18
2110	4.09	205	20.4	8.18
2110	4.09	205	20.4	8.18
2110	4.09	205	20.4	8.18
2110	4.09	205	20.5	8.18
2110	4.09	205	20.5	8.19
2110	4.09	205	20.5	8.19
2110	4.09	205	20.5	8.19
2110	4.09	205	20.5	8.19
2110	4.10	205	20.5	8.19
2110	4.10	205	20.5	8.20
2110	4.10	205	20.5	8.20
2110	4.10	205	20.5	8.20
2110	4.10	205	20.5	8.20
2110	4.10	205	20.5	8.20
2110	4.10	205	20.5	8.21
2110	4.10	205	20.5	8.21
2110	4.10	205	20.5	8.21
2110	4.10	205	20.5	8.21
2110	4.11	205	20.5	8.21
2110	4.11	205	20.5	8.22
2110	4.11	205	20.5	8.22
2110	4.11	205	20.5	8.22
2110	4.11	205	20.5	8.22
2110	4.11	205	20.5	8.22
2110	4.11	205	20.6	8.23
2110	4.11	205	20.6	8.23
2110	4.11	205	20.6	8.23
2110	4.11	205	20.6	8.23
2110	4.11	205	20.6	8.23
2110	4.12	205	20.6	8.23
2110	4.12	205	20.6	8.24
2110	4.12	205	20.6	8.24
2110	4.12	205	20.6	8.24
2110	4.12	205	20.6	8.24
2110	4.12	205	20.6	8.24
2110	4.12	205	20.6	8.25
2110	4.12	205	20.6	8.25
2110	4.12	205	20.6	8.25
2110	4.12	205	20.6	8.25
2110	4.13	205	20.6	8.25
2110	4.13	205	20.6	8.26
2110	4.13	205	20.6	8.26
2110	4.13	205	20.6	8.26
2110	4.13	205	20.6	8.26
2110	4.13	205	20.7	8.26
2110	4.13	205	20.7	8.27
2110	4.13	205	20.7	8.27
2110	4.13	205	20.7	8.27
2110	4.13	205	20.7	8.27
2110	4.14	205	20.7	8.27
2110	4.14	205	20.7	8.28
2110	4.14	205	20.7	8.28
2110	4.14	205	20.7	8.28
2110	4.14	205	20.7	8.28
2110	4.14	205	20.7	8.28
2110	4.14	205	20.7	8.29
2110	4.14	205	20.7	8.29
2110	4.14	205	20.7	8.29
2110	4.14	205	20.7	8.29
2110	4.14	205	20.7	8.29
2110	4.15	205	20.7	8.30
2110	4.15	205	20.7	8.30
2110	4.15	205	20.7	8.30
2110	4.15	205	20.7	8.30
2110	4.15	205	20.8	8.30
2110	4.15	205	20.8	8.31
2110	4.15	205	20.8	8.31
2110	4.15	205	20.8	8.31
2110	4.15	205	20.8	8.31
2110	4.16	205	20.8	8.31
2110	4.16	205	20.8	8.32
2110	4.16	206	20.8	8.32
2110	4.16	206	20.8	8.32
2110	4.16	206	20.8	8.32
2110	4.16	205	20.8	8.32
2110	4.16	205	20.8	8.33
2110	4.16	206	20.8	8.33
2110	4.16	206	20.8	8.33
2110	4.16	206	20.8	8.33
2110	4.16	206	20.8	8.33
2110	4.17	206	20.8	8.34
2110	4.17	206	20.8	8.34
2110	4.17	206	20.8	8.34
2110	4.17	206	20.8	8.34
2110	4.17	206	20.8	8.34
2110	4.17	206	20.9	8.34
2110	4.17	206	20.9	8.35
2110	4.17	206	20.9	8.35
2110	4.17	206	20.9	8.35
2110	4.17	206	20.9	8.35
2120	4.18	206	20.9	8.35
2120	4.18	206	20.9	8.36
2120	4.18	206	20.9	8.36
2120	4.18	206	20.9	8.36
2120	4.18	206	20.9	8.36
2120	4.18	206	20.9	8.36
2120	4.18	206	20.9	8.37
2120	4.18	206	20.9	8.37
2120	4.18	206	20.9	8.37
2120	4.18	206	20.9	8.37
2120	4.19	206	20.9	8.37
2120	4.19	206	20.9	8.38
2120	4.19	206	20.9	8.38
2120	4.19	206	20.9	8.38
2120	4.19	206	20.9	8.38
2120	4.19	206	21.0	8.38
2120	4.19	206	21.0	8.39
2120	4.19	206	21.0	8.39
2120	4.19	206	21.0	8.39
2120	4.19	206	21.0	8.39
2120	4.20	206	21.0	8.39
2120	4.20	206	21.0	8.40
2120	4.20	206	21.0	8.40
2120	4.20	206	21.0	8.40
2120	4.20	206	21.0	8.40
2120	4.20	206	21.0	8.40
2120	4.20	206	21.0	8.41
2120	4.20	206	21.0	8.41
2120	4.20	206	21.0	8.41
2120	4.20	206	21.0	8.41
2120	4.21	206	21.0	8.41
2120	4.21	206	21.0	8.42
2120	4.21	206	21.0	8.42
2120	4.21	206	21.0	8.42
2120	4.21	206	21.0	8.42
2120	4.21	206	21.1	8.42
2120	4.21	206	21.1	8.43
2120	4.21	206	21.1	8.43
2120	4.21	206	21.1	8.43
2120	4.21	206	21.1	8.43
2120	4.22	206	21.1	8.43
2120	4.22	206	21.1	8.44
2120	4.22	206	21.1	8.44
2120	4.22	206	21.1	8.44
2120	4.22	206	21.1	8.44
2120	4.22	206	21.1	8.44
2120	4.22	206	21.1	8.45
2120	4.22	206	21.1	8.45
2120	4.22	206	21.1	8.45
2120	4.22	206	21.1	8.45
2120	4.22	206	21.1	8.45
2120	4.23	206	21.1	8.45
2120	4.23	206	21.1	8.46
2120	4.23	206	21.1	8.46
2120	4.23	206	21.1	8.46
2120	4.23	206	21.1	8.46
2120	4.23	206	21.2	8.46
2120	4.23	206	21.2	8.47
2120	4.23	206	21.2	8.47
2120	4.23	206	21.2	8.47
2120	4.23	206	21.2	8.47
2120	4.24	206	21.2	8.47
2120	4.24	206	21.2	8.48
2120	4.24	206	21.2	8.48
2120	4.24	206	21.2	8.48
2120	4.24	206	21.2	8.48
2120	4.24	206	21.2	8.48
2120	4.24	206	21.2	8.49
2120	4.24	206	21.2	8.49
2120	4.24	206	21.2	8.49
2120	4.24	206	21.2	8.49
2120	4.25	206	21.2	8.49
2120	4.25	206	21.2	8.50
2120	4.25	206	21.2	8.50
2120	4.25	206	21.2	8.50
2120	4.25	206	21.2	8.50
2120	4.25	206	21.3	8.50
2120	4.25	206	21.3	8.51
2120	4.25	207	21.3	8.51
2120	4.25	207	21.3	8.51
2120	4.25	207	21.3	8.51
2120	4.26	206	21.3	8.51
2120	4.26	207	21.3	8.52
2120	4.26	207	21.3	8.52
2120	4.26	207	21.3	8.52
2120	4.26	207	21.3	8.52
2120	4.26	207	21.3	8.52
2120	4.26	207	21.3	8.53
2120	4.26	207	21.3	8.53
2120	4.26	207	21.3	8.53
2120	4.26	207	21.3	8.53
2120	4.27	207	21.3	8.53
2120	4.27	207	21.3	8.54
2120	4.27	207	21.3	8.54
2120	4.27	207	21.3	8.54
2120	4.27	207	21.3	8.54
2120	4.27	207	21.3	8.54
2120	4.27	207	21.4	8.55
2130	4.27	207	21.4	8.55
2130	4.27	207	21.4	8.55
2130	4.27	207	21.4	8.55
2120	4.27	207	21.4	8.55
2120	4.28	207	21.4	8.56
2120	4.28	207	21.4	8.56
2130	4.28	207	21.4	8.56
2130	4.28	207	21.4	8.56
2130	4.28	207	21.4	8.56
2130	4.28	207	21.4	8.56
2130	4.28	207	21.4	8.57
2130	4.28	207	21.4	8.57
2130	4.28	207	21.4	8.57
2130	4.28	207	21.4	8.57
2130	4.29	207	21.4	8.57
2130	4.29	207	21.4	8.58
2130	4.29	207	21.4	8.58
2130	4.29	207	21.4	8.58
2130	4.29	207	21.4	8.58
2130	4.29	207	21.5	8.58
2130	4.29	207	21.5	8.59
2130	4.29	207	21.5	8.59
2130	4.29	207	21.5	8.59
2130	4.29	207	21.5	8.59
2130	4.30	207	21.5	8.59
2130	4.30	207	21.5	8.60
2130	4.30	207	21.5	8.60
2130	4.30	207	21.5	8.60
2130	4.30	207	21.5	8.60
2130	4.30	207	21.5	8.60
2130	4.30	207	21.5	8.61
2130	4.30	207	21.5	8.61
2130	4.30	207	21.5	8.61
2130	4.30	207	21.5	8.61
2130	4.31	207	21.5	8.61
2130	4.31	207	21.5	8.62
2130	4.31	207	21.5	8.62
2130	4.31	207	21.5	8.62
2130	4.31	207	21.5	8.62
2130	4.31	207	21.6	8.62
2130	4.31	207	21.6	8.63
2130	4.31	207	21.6	8.63
2130	4.31	207	21.6	8.63
2130	4.31	207	21.6	8.63
2130	4.32	207	21.6	8.63
2130	4.32	207	21.6	8.64
2130	4.32	207	21.6	8.64
2130	4.32	207	21.6	8.64
2130	4.32	207	21.6	8.64
2130	4.32	207	21.6	8.64
2130	4.32	207	21.6	8.65
2130	4.32	207	21.6	8.65
2130	4.32	207	21.6	8.65
2130	4.32	207	21.6	8.65
2130	4.33	207	21.6	8.65
2130	4.33	207	21.6	8.66
2130	4.33	207	21.6	8.66
2130	4.33	207	21.6	8.66
2130	4.33	207	21.6	8.66
2130	4.33	207	21.7	8.66
2130	4.33	207	21.7	8.67
2130	4.33	207	21.7	8.67
2130	4.33	207	21.7	8.67
2130	4.33	207	21.7	8.67
2130	4.34	207	21.7	8.67
2130	4.34	207	21.7	8.68
2130	4.34	207	21.7	8.68
2130	4.34	207	21.7	8.68
2130	4.34	207	21.7	8.68
2130	4.34	207	21.7	8.68
2130	4.34	207	21.7	8.68
2130	4.34	207	21.7	8.69
2130	4.34	207	21.7	8.69
2130	4.34	207	21.7	8.69
2130	4.34	207	21.7	8.69
2130	4.35	207	21.7	8.69
2130	4.35	207	21.7	8.70
2130	4.35	207	21.7	8.70
2130	4.35	207	21.7	8.70
2130	4.35	207	21.7	8.70
2130	4.35	207	21.8	8.70
2130	4.35	207	21.8	8.71
2130	4.35	207	21.8	8.71
2130	4.35	207	21.8	8.71
2130	4.35	207	21.8	8.71
2130	4.36	207	21.8	8.71
2130	4.36	207	21.8	8.72
2130	4.36	207	21.8	8.72
2130	4.36	207	21.8	8.72
2130	4.36	207	21.8	8.72
2130	4.36	207	21.8	8.72
2130	4.36	207	21.8	8.73
2130	4.36	207	21.8	8.73
2130	4.36	207	21.8	8.73
2130	4.36	207	21.8	8.73
2130	4.37	207	21.8	8.73
2130	4.37	207	21.8	8.74
2130	4.37	208	21.8	8.74
2130	4.37	208	21.8	8.74
2130	4.37	208	21.8	8.74
2130	4.37	208	21.9	8.74
2130	4.37	208	21.9	8.75
2130	4.37	207	21.9	8.75
2130	4.37	208	21.9	8.75
2130	4.37	208	21.9	8.75
2130	4.38	208	21.9	8.75
2130	4.38	208	21.9	8.76
2130	4.38	208	21.9	8.76
2130	4.38	208	21.9	8.76
2130	4.38	208	21.9	8.76
2130	4.38	208	21.9	8.76
2140	4.38	208	21.9	8.77
2140	4.38	208	21.9	8.77
2130	4.38	208	21.9	8.77
2130	4.38	208	21.9	8.77
2130	4.39	208	21.9	8.77
2140	4.39	208	21.9	8.78
2140	4.39	208	21.9	8.78
2140	4.39	208	21.9	8.78
2140	4.39	208	21.9	8.78
2140	4.39	208	21.9	8.78
2140	4.39	208	22.0	8.79
2140	4.39	208	22.0	8.79
2140	4.39	208	22.0	8.79
2140	4.39	208	22.0	8.79
2140	4.39	208	22.0	8.79
2140	4.40	208	22.0	8.79
2140	4.40	208	22.0	8.80
2140	4.40	208	22.0	8.80
2140	4.40	208	22.0	8.80
2140	4.40	208	22.0	8.80
2140	4.40	208	22.0	8.80
2140	4.40	208	22.0	8.81
2140	4.40	208	22.0	8.81
2140	4.40	208	22.0	8.81
2140	4.40	208	22.0	8.81
2140	4.41	208	22.0	8.81
2140	4.41	208	22.0	8.82
2140	4.41	208	22.0	8.82
2140	4.41	208	22.0	8.82
2140	4.41	208	22.0	8.82
2140	4.41	208	22.1	8.82
2140	4.41	208	22.1	8.83
2140	4.41	208	22.1	8.83
2140	4.41	208	22.1	8.83
2140	4.41	208	22.1	8.83
2140	4.42	208	22.1	8.83
2140	4.42	208	22.1	8.84
2140	4.42	208	22.1	8.84
2140	4.42	208	22.1	8.84
2140	4.42	208	22.1	8.84
2140	4.42	208	22.1	8.84
2140	4.42	208	22.1	8.85
2140	4.42	208	22.1	8.85
2140	4.42	208	22.1	8.85
2140	4.42	208	22.1	8.85
2140	4.43	208	22.1	8.85
2140	4.43	208	22.1	8.86
2140	4.43	208	22.1	8.86
2140	4.43	208	22.1	8.86
2140	4.43	208	22.1	8.86
2140	4.43	208	22.2	8.86
2140	4.43	208	22.2	8.87
2140	4.43	208	22.2	8.87
2140	4.43	208	22.2	8.87
2140	4.43	208	22.2	8.87
2140	4.44	208	22.2	8.87
2140	4.44	208	22.2	8.88
2140	4.44	208	22.2	8.88
2140	4.44	208	22.2	8.88
2140	4.44	208	22.2	8.88
2140	4.44	208	22.2	8.88
2140	4.44	208	22.2	8.89
2140	4.44	208	22.2	8.89
2140	4.44	208	22.2	8.89
2140	4.44	208	22.2	8.89
2140	4.45	208	22.2	8.89
2140	4.45	208	22.2	8.90
2140	4.45	208	22.2	8.90
2140	4.45	208	22.2	8.90
2140	4.45	208	22.2	8.90
2140	4.45	208	22.3	8.90
2140	4.45	208	22.3	8.90
2140	4.45	208	22.3	8.91
2140	4.45	208	22.3	8.91
2140	4.45	208	22.3	8.91
2140	4.45	208	22.3	8.91
2140	4.46	208	22.3	8.91
2140	4.46	208	22.3	8.92
2140	4.46	208	22.3	8.92
2140	4.46	208	22.3	8.92
2140	4.46	208	22.3	8.92
2140	4.46	208	22.3	8.92
2140	4.46	208	22.3	8.93
2140	4.46	208	22.3	8.93
2140	4.46	208	22.3	8.93
2140	4.46	208	22.3	8.93
2140	4.47	208	22.3	8.93
2140	4.47	208	22.3	8.94
2140	4.47	208	22.3	8.94
2140	4.47	208	22.3	8.94
2140	4.47	208	22.3	8.94
2140	4.47	208	22.4	8.94
2140	4.47	208	22.4	8.95
2140	4.47	208	22.4	8.95
2140	4.47	208	22.4	8.95
2140	4.47	208	22.4	8.95
2140	4.48	208	22.4	8.95
2140	4.48	208	22.4	8.96
2140	4.48	208	22.4	8.96
2140	4.48	208	22.4	8.96
2140	4.48	208	22.4	8.96
2140	4.48	208	22.4	8.96
2140	4.48	208	22.4	8.97
2140	4.48	208	22.4	8.97
2140	4.48	208	22.4	8.97
2140	4.48	208	22.4	8.97
2140	4.49	208	22.4	8.97
2140	4.49	208	22.4	8.98
2140	4.49	208	22.4	8.98
2140	4.49	208	22.4	8.98
2140	4.49	208	22.4	8.98
2140	4.49	208	22.5	8.98
2140	4.49	208	22.5	8.99
2140	4.49	208	22.5	8.99
2140	4.49	208	22.5	8.99
2140	4.49	208	22.5	8.99
2140	4.50	208	22.5	8.99
2140	4.50	208	22.5	9.00
2140	4.50	208	22.5	9.00
2140	4.50	208	22.5	9.00
2140	4.50	208	22.5	9.00
2140	4.50	208	22.5	9.00
2140	4.50	208	22.5	9.01
2140	4.50	208	22.5	9.01
2140	4.50	208	22.5	9.01
2140	4.50	208	22.5	9.01
2140	4.50	208	22.5	9.01
2140	4.51	208	22.5	9.01
2140	4.51	208	22.5	9.02
2140	4.51	208	22.5	9.02
2140	4.51	208	22.5	9.02
2140	4.51	208	22.5	9.02
2140	4.51	208	22.6	9.02
2140	4.51	208	22.6	9.03
2140	4.51	208	22.6	9.03
2140	4.51	208	22.6	9.03
2140	4.51	208	22.6	9.03
2140	4.52	209	22.6	9.03
2140	4.52	209	22.6	9.04
2140	4.52	208	22.6	9.04
2140	4.52	208	22.6	9.04
2140	4.52	208	22.6	9.04
2140	4.52	209	22.6	9.04
2140	4.52	209	22.6	9.05
2140	4.52	209	22.6	9.05
2140	4.52	209	22.6	9.05
2140	4.52	209	22.6	9.05
2140	4.53	209	22.6	9.05
2140	4.53	209	22.6	9.06
2140	4.53	209	22.6	9.06
2150	4.53	209	22.6	9.06
2150	4.53	209	22.6	9.06
2150	4.53	209	22.7	9.06
2140	4.53	209	22.7	9.07
2140	4.53	209	22.7	9.07
2150	4.53	209	22.7	9.07
2150	4.53	209	22.7	9.07
2150	4.54	209	22.7	9.07
2150	4.54	209	22.7	9.08
2150	4.54	209	22.7	9.08
2140	4.54	209	22.7	9.08
2140	4.54	209	22.7	9.08
2150	4.54	209	22.7	9.08
2150	4.54	209	22.7	9.09
2150	4.54	209	22.7	9.09
2150	4.54	209	22.7	9.09
2150	4.54	209	22.7	9.09
2150	4.55	209	22.7	9.09
2150	4.55	209	22.7	9.10
2150	4.55	209	22.7	9.10
2150	4.55	209	22.7	9.10
2150	4.55	209	22.7	9.10
2150	4.55	209	22.8	9.10
2150	4.55	209	22.8	9.11
2150	4.55	209	22.8	9.11
2150	4.55	209	22.8	9.11
2150	4.55	209	22.8	9.11
2150	4.56	209	22.8	9.11
2150	4.56	209	22.8	9.12
2150	4.56	209	22.8	9.12
2150	4.56	209	22.8	9.12
2150	4.56	209	22.8	9.12
2150	4.56	209	22.8	9.12
2150	4.56	209	22.8	9.12
2150	4.56	209	22.8	9.13
2150	4.56	209	22.8	9.13
2150	4.56	209	22.8	9.13
2150	4.56	209	22.8	9.13
2150	4.57	209	22.8	9.13
2150	4.57	209	22.8	9.14
2150	4.57	209	22.8	9.14
2150	4.57	209	22.8	9.14
2150	4.57	209	22.8	9.14
2150	4.57	209	22.9	9.14
2150	4.57	209	22.9	9.15
2150	4.57	209	22.9	9.15
2150	4.57	209	22.9	9.15
2150	4.57	209	22.9	9.15
2150	4.58	209	22.9	9.15
2150	4.58	209	22.9	9.16
2150	4.58	209	22.9	9.16
2150	4.58	209	22.9	9.16
2150	4.58	209	22.9	9.16
2150	4.58	209	22.9	9.16
2150	4.58	209	22.9	9.17
2150	4.58	209	22.9	9.17
2150	4.58	209	22.9	9.17
2150	4.58	209	22.9	9.17
2150	4.59	209	22.9	9.17
2150	4.59	209	22.9	9.18
2150	4.59	209	22.9	9.18
2150	4.59	209	22.9	9.18
2150	4.59	209	22.9	9.18
2150	4.59	209	23.0	9.18
2150	4.59	209	23.0	9.19
2150	4.59	209	23.0	9.19
2150	4.59	209	23.0	9.19
2150	4.59	209	23.0	9.19
2150	4.60	209	23.0	9.19
2150	4.60	209	23.0	9.20
2150	4.60	209	23.0	9.20
2150	4.60	209	23.0	9.20
2150	4.60	209	23.0	9.20
2150	4.60	209	23.0	9.20
2150	4.60	209	23.0	9.21
2150	4.60	209	23.0	9.21
2150	4.60	209	23.0	9.21
2150	4.60	209	23.0	9.21
2150	4.61	209	23.0	9.21
2150	4.61	209	23.0	9.22
2150	4.61	209	23.0	9.22
2150	4.61	209	23.0	9.22
2150	4.61	209	23.0	9.22
2150	4.61	209	23.1	9.22
2150	4.61	209	23.1	9.23
2150	4.61	209	23.1	9.23
2150	4.61	209	23.1	9.23
2150	4.61	209	23.1	9.23
2150	4.61	209	23.1	9.23
2150	4.62	209	23.1	9.23
2150	4.62	209	23.1	9.24
2150	4.62	209	23.1	9.24
2150	4.62	209	23.1	9.24
2150	4.62	209	23.1	9.24
2150	4.62	209	23.1	9.24
2150	4.62	209	23.1	9.25
2150	4.62	209	23.1	9.25
2150	4.62	209	23.1	9.25
2150	4.62	209	23.1	9.25
2150	4.63	209	23.1	9.25
2150	4.63	209	23.1	9.26
2150	4.63	209	23.1	9.26
2150	4.63	209	23.1	9.26
2150	4.63	209	23.1	9.26
2150	4.63	209	23.2	9.26
2150	4.63	209	23.2	9.27
2150	4.63	209	23.2	9.27
2150	4.63	209	23.2	9.27
2150	4.63	209	23.2	9.27
2150	4.64	209	23.2	9.27
2150	4.64	209	23.2	9.28
2150	4.64	209	23.2	9.28
2150	4.64	209	23.2	9.28
2150	4.64	209	23.2	9.28
2150	4.64	209	23.2	9.28
2150	4.64	209	23.2	9.29
2150	4.64	209	23.2	9.29
2150	4.64	209	23.2	9.29
2150	4.64	209	23.2	9.29
2150	4.65	209	23.2	9.29
2150	4.65	209	23.2	9.30
2150	4.65	209	23.2	9.30
2150	4.65	209	23.2	9.30
2150	4.65	209	23.2	9.30
2150	4.65	209	23.3	9.30
2150	4.65	209	23.3	9.31
2150	4.65	209	23.3	9.31
2150	4.65	209	23.3	9.31
2150	4.65	209	23.3	9.31
2150	4.66	209	23.3	9.31
2150	4.66	209	23.3	9.32
2150	4.66	209	23.3	9.32
2150	4.66	209	23.3	9.32
2150	4.66	209	23.3	9.32
2150	4.66	209	23.3	9.32
2150	4.66	209	23.3	9.33
2150	4.66	209	23.3	9.33
2150	4.66	209	23.3	9.33
2150	4.66	209	23.3	9.33
2150	4.67	209	23.3	9.33
2150	4.67	209	23.3	9.34
2150	4.67	209	23.3	9.34
2150	4.67	209	23.3	9.34
2150	4.67	209	23.3	9.34
2150	4.67	209	23.4	9.34
2150	4.67	209	23.4	9.34
2150	4.67	209	23.4	9.35
2150	4.67	209	23.4	9.35
2150	4.67	209	23.4	9.35
2150	4.67	209	23.4	9.35
2150	4.68	209	23.4	9.35
2150	4.68	209	23.4	9.36
2150	4.68	209	23.4	9.36
2150	4.68	209	23.4	9.36
2150	4.68	209	23.4	9.36
2150	4.68	209	23.4	9.36
2150	4.68	209	23.4	9.37
2150	4.68	209	23.4	9.37
2150	4.68	209	23.4	9.37
2150	4.68	209	23.4	9.37
2150	4.69	209	23.4	9.37
2150	4.69	209	23.4	9.38
2150	4.69	209	23.4	9.38
2150	4.69	209	23.4	9.38
2150	4.69	209	23.4	9.38
2150	4.69	209	23.5	9.38
2150	4.69	209	23.5	9.39
2150	4.69	209	23.5	9.39
2150	4.69	209	23.5	9.39
2150	4.69	209	23.5	9.39
2150	4.70	209	23.5	9.39
2150	4.70	209	23.5	9.40
2150	4.70	209	23.5	9.40
2150	4.70	209	23.5	9.40
2150	4.70	209	23.5	9.40
2150	4.70	209	23.5	9.40
2150	4.70	209	23.5	9.41
2150	4.70	209	23.5	9.41
2150	4.70	209	23.5	9.41
2150	4.70	209	23.5	9.41
2150	4.71	209	23.5	9.41
2150	4.71	209	23.5	9.42
2150	4.71	209	23.5	9.42
2150	4.71	209	23.5	9.42
2150	4.71	209	23.5	9.42
2150	4.71	209	23.6	9.42
2150	4.71	209	23.6	9.43
2150	4.71	209	23.6	9.43
2150	4.71	209	23.6	9.43
2150	4.71	209	23.6	9.43
2150	4.72	209	23.6	9.43
2150	4.72	209	23.6	9.44
2150	4.72	209	23.6	9.44
2150	4.72	209	23.6	9.44
2150	4.72	209	23.6	9.44
2150	4.72	209	23.6	9.44
2150	4.72	209	23.6	9.45
2150	4.72	209	23.6	9.45
2150	4.72	209	23.6	9.45
2150	4.72	209	23.6	9.45
2150	4.73	209	23.6	9.45
2150	4.73	209	23.6	9.46
2150	4.73	209	23.6	9.46
2150	4.73	209	23.6	9.46
2150	4.73	209	23.6	9.46
2150	4.73	209	23.6	9.46
2150	4.73	209	23.7	9.46
2150	4.73	209	23.7	9.47
2150	4.73	209	23.7	9.47
2150	4.73	210	23.7	9.47
2150	4.73	209	23.7	9.47
2150	4.74	209	23.7	9.47
2150	4.74	209	23.7	9.48
2150	4.74	209	23.7	9.48
2150	4.74	209	23.7	9.48
2150	4.74	210	23.7	9.48
2150	4.74	210	23.7	9.48
2150	4.74	209	23.7	9.49
2150	4.74	209	23.7	9.49
2150	4.74	209	23.7	9.49
2150	4.74	209	23.7	9.49
2150	4.75	210	23.7	9.49
2150	4.75	210	23.7	9.50
2150	4.75	210	23.7	9.50
2150	4.75	209	23.7	9.50
2150	4.75	209	23.7	9.50
2150	4.75	209	23.8	9.50
2150	4.75	209	23.8	9.51
2150	4.75	210	23.8	9.51
2150	4.75	210	23.8	9.51
2150	4.75	210	23.8	9.51
2150	4.76	209	23.8	9.51
2150	4.76	209	23.8	9.52
2150	4.76	210	23.8	9.52
2150	4.76	210	23.8	9.52
2150	4.76	210	23.8	9.52
2150	4.76	210	23.8	9.52
2150	4.76	209	23.8	9.53
2150	4.76	209	23.8	9.53
2150	4.76	209	23.8	9.53
2150	4.76	210	23.8	9.53
2150	4.77	210	23.8	9.53
2150	4.77	210	23.8	9.54
2150	4.77	210	23.8	9.54
2150	4.77	210	23.8	9.54
2150	4.77	209	23.8	9.54
2150	4.77	210	23.9	9.54
2160	4.77	210	23.9	9.55
2150	4.77	210	23.9	9.55
2150	4.77	210	23.9	9.55
2150	4.77	210	23.9	9.55
2150	4.77	209	23.9	9.55
2150	4.78	210	23.9	9.56
2150	4.78	210	23.9	9.56
2150	4.78	210	23.9	9.56
2150	4.78	210	23.9	9.56
2150	4.78	210	23.9	9.56
2150	4.78	210	23.9	9.57
2150	4.78	210	23.9	9.57
2150	4.78	210	23.9	9.57
2150	4.78	210	23.9	9.57
2150	4.78	210	23.9	9.57
2150	4.79	210	23.9	9.57
2150	4.79	210	23.9	9.58
2150	4.79	210	23.9	9.58
2150	4.79	210	23.9	9.58
2150	4.79	210	23.9	9.58
2150	4.79	210	24.0	9.58
2150	4.79	210	24.0	9.59
2150	4.79	210	24.0	9.59
2150	4.79	209	24.0	9.59
2150	4.79	209	24.0	9.59
2150	4.80	210	24.0	9.59
2150	4.80	210	24.0	9.60
2150	4.80	210	24.0	9.60
2150	4.80	210	24.0	9.60
2150	4.80	209	24.0	9.60
2150	4.80	209	24.0	9.60
2150	4.80	210	24.0	9.61
2150	4.80	210	24.0	9.61
2150	4.80	210	24.0	9.61
2150	4.80	210	24.0	9.61
2150	4.81	209	24.0	9.61
2150	4.81	209	24.0	9.62
2150	4.81	210	24.0	9.62
2150	4.81	210	24.0	9.62
2150	4.81	210	24.0	9.62
2150	4.81	210	24.1	9.62
2150	4.81	210	24.1	9.63
2150	4.81	209	24.1	9.63
2150	4.81	209	24.1	9.63
2150	4.81	209	24.1	9.63
2150	4.82	210	24.1	9.63
2150	4.82	210	24.1	9.64
2150	4.82	210	24.1	9.64
2150	4.82	210	24.1	9.64
2150	4.82	209	24.1	9.64
2150	4.82	209	24.1	9.64
2150	4.82	210	24.1	9.65
2150	4.82	210	24.1	9.65
2150	4.82	210	24.1	9.65
2150	4.82	210	24.1	9.65
2150	4.83	209	24.1	9.65
2150	4.83	209	24.1	9.66
2150	4.83	209	24.1	9.66
2150	4.83	210	24.1	9.66
2150	4.83	210	24.1	9.66
2150	4.83	210	24.2	9.66
2150	4.83	209	24.2	9.67
2150	4.83	209	24.2	9.67
2150	4.83	209	24.2	9.67
2150	4.83	209	24.2	9.67
2150	4.84	210	24.2	9.67
2150	4.84	210	24.2	9.68
2150	4.84	210	24.2	9.68
2150	4.84	209	24.2	9.68
2150	4.84	209	24.2	9.68
2150	4.84	209	24.2	9.68
2150	4.84	209	24.2	9.68
2150	4.84	209	24.2	9.69
2150	4.84	209	24.2	9.69
2150	4.84	209	24.2	9.69
2150	4.84	209	24.2	9.69
2150	4.85	209	24.2	9.69
2150	4.85	209	24.2	9.70
2150	4.85	210	24.2	9.70
2150	4.85	209	24.2	9.70
2150	4.85	209	24.2	9.70
2150	4.85	209	24.3	9.70
2150	4.85	209	24.3	9.71
2150	4.85	209	24.3	9.71
2150	4.85	209	24.3	9.71
2150	4.85	209	24.3	9.71
2150	4.86	210	24.3	9.71
2150	4.86	209	24.3	9.72
2150	4.86	209	24.3	9.72
2150	4.86	209	24.3	9.72
2150	4.86	209	24.3	9.72
2150	4.86	209	24.3	9.72
2150	4.86	209	24.3	9.73
2150	4.86	209	24.3	9.73
2150	4.86	209	24.3	9.73
2150	4.86	209	24.3	9.73
2150	4.87	209	24.3	9.73
